State,Year,Month,Condition,BehavioralHealthService,ServiceCount,RatePer1000Beneficiaries,DataQuality
Nevada,2021,202109,Mental health disorder,Inpatient,"2,615",3,
Nevada,2021,202109,Substance use disorder,Inpatient,"3,424",3.9,
Nevada,2021,202109,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,469",2.8,
Nevada,2021,202109,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,265",11.8,
Nevada,2021,202109,Mental health disorder,Outpatient,"65,854",75.5,
Nevada,2021,202109,Substance use disorder,Outpatient,"2,946",3.4,
Nevada,2021,202109,Mental health disorder,Telehealth,"23,029",26.4,
Nevada,2021,202109,Substance use disorder,Telehealth,"3,277",3.8,
Nevada,2021,202110,Mental health disorder,Emergency department,"3,438",3.9,
Nevada,2021,202110,Substance use disorder,Emergency department,"6,033",6.9,
Nevada,2021,202110,Mental health disorder,Inpatient,"2,605",3,
Nevada,2021,202110,Substance use disorder,Inpatient,"3,434",3.9,
Nevada,2021,202110,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,430",2.8,
Nevada,2021,202110,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,603",10.9,
Nevada,2021,202110,Mental health disorder,Outpatient,"64,378",73.2,
Nevada,2021,202110,Substance use disorder,Outpatient,"3,004",3.4,
Nevada,2021,202110,Mental health disorder,Telehealth,"22,444",25.5,
Nevada,2021,202110,Substance use disorder,Telehealth,"3,280",3.7,
Nevada,2021,202111,Mental health disorder,Emergency department,"3,254",3.7,
Nevada,2021,202111,Substance use disorder,Emergency department,"5,911",6.7,
Nevada,2021,202111,Mental health disorder,Inpatient,"2,442",2.8,
Nevada,2021,202111,Substance use disorder,Inpatient,"3,227",3.6,
Nevada,2021,202111,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,530",2.9,
Nevada,2021,202111,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,880",11.1,
Nevada,2021,202111,Mental health disorder,Outpatient,"62,927",71,
Nevada,2021,202111,Substance use disorder,Outpatient,"3,027",3.4,
Nevada,2021,202111,Mental health disorder,Telehealth,"22,471",25.3,
Nevada,2021,202111,Substance use disorder,Telehealth,"3,016",3.4,
Nevada,2021,202112,Mental health disorder,Emergency department,"3,064",3.4,
Nevada,2021,202112,Substance use disorder,Emergency department,"6,163",6.9,
Nevada,2021,202112,Mental health disorder,Inpatient,"2,030",2.3,
Nevada,2021,202112,Substance use disorder,Inpatient,"2,880",3.2,
Nevada,2021,202112,Mental health disorder,Intensive outpatient/Partial hospitalization,"2,644",3,
Nevada,2021,202112,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,673",10.8,
Nevada,2021,202112,Mental health disorder,Outpatient,"60,948",68.3,
Nevada,2021,202112,Substance use disorder,Outpatient,"3,031",3.4,
Nevada,2021,202112,Mental health disorder,Telehealth,"22,698",25.4,
Nevada,2021,202112,Substance use disorder,Telehealth,"2,985",3.3,
New Hampshire,2018,201801,Mental health disorder,Emergency department,"1,227",5.8,
New Hampshire,2018,201801,Substance use disorder,Emergency department,854,4.1,
New Hampshire,2018,201801,Mental health disorder,Inpatient,322,1.5,
New Hampshire,2018,201801,Substance use disorder,Inpatient,375,1.8,
New Hampshire,2018,201801,Mental health disorder,Intensive outpatient/Partial hospitalization,716,3.4,
New Hampshire,2018,201801,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,613",36.2,
New Hampshire,2018,201801,Mental health disorder,Outpatient,"66,366",315.6,
New Hampshire,2018,201801,Substance use disorder,Outpatient,"1,173",5.6,
New Hampshire,2018,201801,Mental health disorder,Telehealth,50,0.2,
New Hampshire,2018,201801,Substance use disorder,Telehealth,34,0.2,
New Hampshire,2018,201802,Mental health disorder,Emergency department,"1,142",5.5,
New Hampshire,2018,201802,Substance use disorder,Emergency department,788,3.8,
New Hampshire,2018,201802,Mental health disorder,Inpatient,270,1.3,
New Hampshire,2018,201802,Substance use disorder,Inpatient,369,1.8,
New Hampshire,2018,201802,Mental health disorder,Intensive outpatient/Partial hospitalization,608,2.9,
New Hampshire,2018,201802,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,356",30.4,
New Hampshire,2018,201802,Mental health disorder,Outpatient,"55,291",264.2,
New Hampshire,2018,201802,Substance use disorder,Outpatient,973,4.6,
New Hampshire,2018,201802,Mental health disorder,Telehealth,43,0.2,
New Hampshire,2018,201802,Substance use disorder,Telehealth,32,0.2,
New Hampshire,2018,201803,Mental health disorder,Emergency department,"1,186",5.7,
New Hampshire,2018,201803,Substance use disorder,Emergency department,872,4.2,
New Hampshire,2018,201803,Mental health disorder,Inpatient,298,1.4,
New Hampshire,2018,201803,Substance use disorder,Inpatient,367,1.8,
New Hampshire,2018,201803,Mental health disorder,Intensive outpatient/Partial hospitalization,709,3.4,
New Hampshire,2018,201803,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,469",31.1,
New Hampshire,2018,201803,Mental health disorder,Outpatient,"56,539",271.5,
New Hampshire,2018,201803,Substance use disorder,Outpatient,874,4.2,
New Hampshire,2018,201803,Mental health disorder,Telehealth,51,0.2,
New Hampshire,2018,201803,Substance use disorder,Telehealth,17,0.1,
New Hampshire,2018,201804,Mental health disorder,Emergency department,"1,186",5.7,
New Hampshire,2018,201804,Substance use disorder,Emergency department,856,4.1,
New Hampshire,2018,201804,Mental health disorder,Inpatient,310,1.5,
New Hampshire,2018,201804,Substance use disorder,Inpatient,381,1.8,
New Hampshire,2018,201804,Mental health disorder,Intensive outpatient/Partial hospitalization,707,3.4,
New Hampshire,2018,201804,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,851",33.1,
New Hampshire,2018,201804,Mental health disorder,Outpatient,"61,226",295.5,
New Hampshire,2018,201804,Substance use disorder,Outpatient,"1,005",4.8,
New Hampshire,2018,201804,Mental health disorder,Telehealth,46,0.2,
New Hampshire,2018,201804,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201805,Mental health disorder,Emergency department,"1,267",6.1,
New Hampshire,2018,201805,Substance use disorder,Emergency department,889,4.3,
New Hampshire,2018,201805,Mental health disorder,Inpatient,322,1.6,
New Hampshire,2018,201805,Substance use disorder,Inpatient,400,1.9,
New Hampshire,2018,201805,Mental health disorder,Intensive outpatient/Partial hospitalization,845,4.1,
New Hampshire,2018,201805,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,949",33.5,
New Hampshire,2018,201805,Mental health disorder,Outpatient,"65,410",314.9,
New Hampshire,2018,201805,Substance use disorder,Outpatient,"1,151",5.5,
New Hampshire,2018,201805,Mental health disorder,Telehealth,47,0.2,
New Hampshire,2018,201805,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201806,Mental health disorder,Emergency department,"1,263",6.1,
New Hampshire,2018,201806,Substance use disorder,Emergency department,897,4.4,
New Hampshire,2018,201806,Mental health disorder,Inpatient,315,1.5,
New Hampshire,2018,201806,Substance use disorder,Inpatient,396,1.9,
New Hampshire,2018,201806,Mental health disorder,Intensive outpatient/Partial hospitalization,611,3,
New Hampshire,2018,201806,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,535",31.7,
New Hampshire,2018,201806,Mental health disorder,Outpatient,"55,183",268,
New Hampshire,2018,201806,Substance use disorder,Outpatient,895,4.3,
New Hampshire,2018,201806,Mental health disorder,Telehealth,34,0.2,
New Hampshire,2018,201806,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201807,Mental health disorder,Emergency department,"1,242",6,
New Hampshire,2018,201807,Substance use disorder,Emergency department,970,4.7,
New Hampshire,2018,201807,Mental health disorder,Inpatient,327,1.6,
New Hampshire,2018,201807,Substance use disorder,Inpatient,398,1.9,
New Hampshire,2018,201807,Mental health disorder,Intensive outpatient/Partial hospitalization,586,2.8,
New Hampshire,2018,201807,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,472",31.4,
New Hampshire,2018,201807,Mental health disorder,Outpatient,"52,540",255.3,
New Hampshire,2018,201807,Substance use disorder,Outpatient,990,4.8,
New Hampshire,2018,201807,Mental health disorder,Telehealth,38,0.2,
New Hampshire,2018,201807,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201808,Mental health disorder,Emergency department,"1,295",6.3,
New Hampshire,2018,201808,Substance use disorder,Emergency department,979,4.7,
New Hampshire,2018,201808,Mental health disorder,Inpatient,315,1.5,
New Hampshire,2018,201808,Substance use disorder,Inpatient,422,2,
New Hampshire,2018,201808,Mental health disorder,Intensive outpatient/Partial hospitalization,703,3.4,
New Hampshire,2018,201808,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,018",34,
New Hampshire,2018,201808,Mental health disorder,Outpatient,"56,676",275,
New Hampshire,2018,201808,Substance use disorder,Outpatient,"1,057",5.1,
New Hampshire,2018,201808,Mental health disorder,Telehealth,32,0.2,
New Hampshire,2018,201808,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201809,Mental health disorder,Emergency department,"1,302",6.3,
New Hampshire,2018,201809,Substance use disorder,Emergency department,"1,018",5,
New Hampshire,2018,201809,Mental health disorder,Inpatient,295,1.4,
New Hampshire,2018,201809,Substance use disorder,Inpatient,381,1.9,
New Hampshire,2018,201809,Mental health disorder,Intensive outpatient/Partial hospitalization,549,2.7,
New Hampshire,2018,201809,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,093",29.7,
New Hampshire,2018,201809,Mental health disorder,Outpatient,"48,210",234.9,
New Hampshire,2018,201809,Substance use disorder,Outpatient,931,4.5,
New Hampshire,2018,201809,Mental health disorder,Telehealth,42,0.2,
New Hampshire,2018,201809,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2018,201810,Mental health disorder,Emergency department,"1,374",6.7,
New Hampshire,2018,201810,Substance use disorder,Emergency department,"1,021",5,
New Hampshire,2018,201810,Mental health disorder,Inpatient,378,1.8,
New Hampshire,2018,201810,Substance use disorder,Inpatient,435,2.1,
New Hampshire,2018,201810,Mental health disorder,Intensive outpatient/Partial hospitalization,618,3,
New Hampshire,2018,201810,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,335",35.8,
New Hampshire,2018,201810,Mental health disorder,Outpatient,"59,074",288.5,
New Hampshire,2018,201810,Substance use disorder,Outpatient,"1,209",5.9,
New Hampshire,2018,201810,Mental health disorder,Telehealth,51,0.2,
New Hampshire,2018,201810,Substance use disorder,Telehealth,12,0.1,
New Hampshire,2018,201811,Mental health disorder,Emergency department,"1,220",5.9,
New Hampshire,2018,201811,Substance use disorder,Emergency department,893,4.4,
New Hampshire,2018,201811,Mental health disorder,Inpatient,300,1.5,
New Hampshire,2018,201811,Substance use disorder,Inpatient,379,1.8,
New Hampshire,2018,201811,Mental health disorder,Intensive outpatient/Partial hospitalization,540,2.6,
New Hampshire,2018,201811,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,393",31.2,
New Hampshire,2018,201811,Mental health disorder,Outpatient,"51,024",248.8,
New Hampshire,2018,201811,Substance use disorder,Outpatient,930,4.5,
New Hampshire,2018,201811,Mental health disorder,Telehealth,43,0.2,
New Hampshire,2018,201811,Substance use disorder,Telehealth,14,0.1,
New Hampshire,2018,201812,Mental health disorder,Emergency department,"1,075",5.2,
New Hampshire,2018,201812,Substance use disorder,Emergency department,764,3.7,
New Hampshire,2018,201812,Mental health disorder,Inpatient,275,1.3,
New Hampshire,2018,201812,Substance use disorder,Inpatient,344,1.7,
New Hampshire,2018,201812,Mental health disorder,Intensive outpatient/Partial hospitalization,509,2.5,
New Hampshire,2018,201812,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,252",30.5,
New Hampshire,2018,201812,Mental health disorder,Outpatient,"48,097",234.7,
New Hampshire,2018,201812,Substance use disorder,Outpatient,900,4.4,
New Hampshire,2018,201812,Mental health disorder,Telehealth,35,0.2,
New Hampshire,2018,201812,Substance use disorder,Telehealth,13,0.1,
New Hampshire,2019,201901,Mental health disorder,Emergency department,"1,394",6.8,
New Hampshire,2019,201901,Substance use disorder,Emergency department,"1,041",5.1,
New Hampshire,2019,201901,Mental health disorder,Inpatient,373,1.8,
New Hampshire,2019,201901,Substance use disorder,Inpatient,445,2.2,
New Hampshire,2019,201901,Mental health disorder,Intensive outpatient/Partial hospitalization,673,3.3,
New Hampshire,2019,201901,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,703",42.7,
New Hampshire,2019,201901,Mental health disorder,Outpatient,"60,779",298.5,
New Hampshire,2019,201901,Substance use disorder,Outpatient,"1,456",7.2,
New Hampshire,2019,201901,Mental health disorder,Telehealth,42,0.2,
New Hampshire,2019,201901,Substance use disorder,Telehealth,16,0.1,
New Hampshire,2019,201902,Mental health disorder,Emergency department,"1,350",6.7,
New Hampshire,2019,201902,Substance use disorder,Emergency department,"1,151",5.7,
New Hampshire,2019,201902,Mental health disorder,Inpatient,329,1.6,
New Hampshire,2019,201902,Substance use disorder,Inpatient,381,1.9,
New Hampshire,2019,201902,Mental health disorder,Intensive outpatient/Partial hospitalization,594,2.9,
New Hampshire,2019,201902,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,138",40.1,
New Hampshire,2019,201902,Mental health disorder,Outpatient,"54,208",267.4,
New Hampshire,2019,201902,Substance use disorder,Outpatient,"1,283",6.3,
New Hampshire,2019,201902,Mental health disorder,Telehealth,44,0.2,
New Hampshire,2019,201902,Substance use disorder,Telehealth,22,0.1,
New Hampshire,2019,201903,Mental health disorder,Emergency department,"1,395",6.9,
New Hampshire,2019,201903,Substance use disorder,Emergency department,"1,204",6,
New Hampshire,2019,201903,Mental health disorder,Inpatient,354,1.8,
New Hampshire,2019,201903,Substance use disorder,Inpatient,445,2.2,
New Hampshire,2019,201903,Mental health disorder,Intensive outpatient/Partial hospitalization,576,2.9,
New Hampshire,2019,201903,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,255",40.9,
New Hampshire,2019,201903,Mental health disorder,Outpatient,"57,648",285.4,
New Hampshire,2019,201903,Substance use disorder,Outpatient,"1,224",6.1,
New Hampshire,2019,201903,Mental health disorder,Telehealth,52,0.3,
New Hampshire,2019,201903,Substance use disorder,Telehealth,22,0.1,
New Hampshire,2019,201904,Mental health disorder,Emergency department,"1,352",6.7,
New Hampshire,2019,201904,Substance use disorder,Emergency department,"1,266",6.3,
New Hampshire,2019,201904,Mental health disorder,Inpatient,389,1.9,
New Hampshire,2019,201904,Substance use disorder,Inpatient,416,2.1,
New Hampshire,2019,201904,Mental health disorder,Intensive outpatient/Partial hospitalization,526,2.6,
New Hampshire,2019,201904,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,979",44.8,
New Hampshire,2019,201904,Mental health disorder,Outpatient,"60,074",299.6,
New Hampshire,2019,201904,Substance use disorder,Outpatient,"1,244",6.2,
New Hampshire,2019,201904,Mental health disorder,Telehealth,49,0.2,
New Hampshire,2019,201904,Substance use disorder,Telehealth,12,0.1,
New Hampshire,2019,201905,Mental health disorder,Emergency department,"1,402",7,
New Hampshire,2019,201905,Substance use disorder,Emergency department,"1,339",6.7,
New Hampshire,2019,201905,Mental health disorder,Inpatient,384,1.9,
New Hampshire,2019,201905,Substance use disorder,Inpatient,517,2.6,
New Hampshire,2019,201905,Mental health disorder,Intensive outpatient/Partial hospitalization,571,2.9,
New Hampshire,2019,201905,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,461",47.3,
New Hampshire,2019,201905,Mental health disorder,Outpatient,"62,252",311.1,
New Hampshire,2019,201905,Substance use disorder,Outpatient,"1,333",6.7,
New Hampshire,2019,201905,Mental health disorder,Telehealth,51,0.3,
New Hampshire,2019,201905,Substance use disorder,Telehealth,15,0.1,
New Hampshire,2019,201906,Mental health disorder,Emergency department,"1,237",6.2,
New Hampshire,2019,201906,Substance use disorder,Emergency department,"1,300",6.5,
New Hampshire,2019,201906,Mental health disorder,Inpatient,348,1.8,
New Hampshire,2019,201906,Substance use disorder,Inpatient,486,2.4,
New Hampshire,2019,201906,Mental health disorder,Intensive outpatient/Partial hospitalization,535,2.7,
New Hampshire,2019,201906,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,515",42.8,
New Hampshire,2019,201906,Mental health disorder,Outpatient,"54,034",271.8,
New Hampshire,2019,201906,Substance use disorder,Outpatient,"1,200",6,
New Hampshire,2019,201906,Mental health disorder,Telehealth,60,0.3,
New Hampshire,2019,201906,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2019,201907,Mental health disorder,Emergency department,"1,335",6.7,
New Hampshire,2019,201907,Substance use disorder,Emergency department,"1,345",6.8,
New Hampshire,2019,201907,Mental health disorder,Inpatient,400,2,
New Hampshire,2019,201907,Substance use disorder,Inpatient,524,2.6,
New Hampshire,2019,201907,Mental health disorder,Intensive outpatient/Partial hospitalization,677,3.4,
New Hampshire,2019,201907,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,157",46.1,
New Hampshire,2019,201907,Mental health disorder,Outpatient,"57,037",286.9,
New Hampshire,2019,201907,Substance use disorder,Outpatient,"1,379",6.9,
New Hampshire,2019,201907,Mental health disorder,Telehealth,52,0.3,
New Hampshire,2019,201907,Substance use disorder,Telehealth,15,0.1,
New Hampshire,2019,201908,Mental health disorder,Emergency department,"1,362",6.8,
New Hampshire,2019,201908,Substance use disorder,Emergency department,"1,499",7.5,
New Hampshire,2019,201908,Mental health disorder,Inpatient,397,2,
New Hampshire,2019,201908,Substance use disorder,Inpatient,498,2.5,
New Hampshire,2019,201908,Mental health disorder,Intensive outpatient/Partial hospitalization,608,3,
New Hampshire,2019,201908,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,717",43.6,
New Hampshire,2019,201908,Mental health disorder,Outpatient,"56,642",283.4,
New Hampshire,2019,201908,Substance use disorder,Outpatient,"1,233",6.2,
New Hampshire,2019,201908,Mental health disorder,Telehealth,54,0.3,
New Hampshire,2019,201908,Substance use disorder,Telehealth,DS,DS,
New Hampshire,2019,201909,Mental health disorder,Emergency department,"1,354",6.8,
New Hampshire,2019,201909,Substance use disorder,Emergency department,"1,278",6.4,
New Hampshire,2019,201909,Mental health disorder,Inpatient,552,2.8,
New Hampshire,2019,201909,Substance use disorder,Inpatient,577,2.9,
New Hampshire,2019,201909,Mental health disorder,Intensive outpatient/Partial hospitalization,687,3.4,
New Hampshire,2019,201909,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,433",42.3,
New Hampshire,2019,201909,Mental health disorder,Outpatient,"55,303",277.7,
New Hampshire,2019,201909,Substance use disorder,Outpatient,"1,237",6.2,
New Hampshire,2019,201909,Mental health disorder,Telehealth,220,1.1,
New Hampshire,2019,201909,Substance use disorder,Telehealth,15,0.1,
New Hampshire,2019,201910,Mental health disorder,Emergency department,"1,489",7.5,
New Hampshire,2019,201910,Substance use disorder,Emergency department,"1,273",6.4,
New Hampshire,2019,201910,Mental health disorder,Inpatient,589,3,
New Hampshire,2019,201910,Substance use disorder,Inpatient,568,2.9,
New Hampshire,2019,201910,Mental health disorder,Intensive outpatient/Partial hospitalization,726,3.6,
New Hampshire,2019,201910,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,712",48.8,
New Hampshire,2019,201910,Mental health disorder,Outpatient,"64,845",325.7,
New Hampshire,2019,201910,Substance use disorder,Outpatient,"1,533",7.7,
New Hampshire,2019,201910,Mental health disorder,Telehealth,297,1.5,
New Hampshire,2019,201910,Substance use disorder,Telehealth,21,0.1,
New Hampshire,2019,201911,Mental health disorder,Emergency department,"1,101",5.5,
New Hampshire,2019,201911,Substance use disorder,Emergency department,"1,006",5,
New Hampshire,2019,201911,Mental health disorder,Inpatient,409,2,
New Hampshire,2019,201911,Substance use disorder,Inpatient,489,2.4,
New Hampshire,2019,201911,Mental health disorder,Intensive outpatient/Partial hospitalization,538,2.7,
New Hampshire,2019,201911,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,784",33.8,
New Hampshire,2019,201911,Mental health disorder,Outpatient,"47,912",239,
New Hampshire,2019,201911,Substance use disorder,Outpatient,"1,065",5.3,
New Hampshire,2019,201911,Mental health disorder,Telehealth,295,1.5,
New Hampshire,2019,201911,Substance use disorder,Telehealth,19,0.1,
New Hampshire,2019,201912,Mental health disorder,Emergency department,"1,006",5,
New Hampshire,2019,201912,Substance use disorder,Emergency department,"1,036",5.1,
New Hampshire,2019,201912,Mental health disorder,Inpatient,403,2,
New Hampshire,2019,201912,Substance use disorder,Inpatient,493,2.4,
New Hampshire,2019,201912,Mental health disorder,Intensive outpatient/Partial hospitalization,564,2.8,
New Hampshire,2019,201912,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,976",34.5,
New Hampshire,2019,201912,Mental health disorder,Outpatient,"43,268",213.9,
New Hampshire,2019,201912,Substance use disorder,Outpatient,921,4.6,
New Hampshire,2019,201912,Mental health disorder,Telehealth,317,1.6,
New Hampshire,2019,201912,Substance use disorder,Telehealth,27,0.1,
New Hampshire,2020,202001,Mental health disorder,Emergency department,"1,470",7.3,
New Hampshire,2020,202001,Substance use disorder,Emergency department,"1,271",6.3,
New Hampshire,2020,202001,Mental health disorder,Inpatient,648,3.2,
New Hampshire,2020,202001,Substance use disorder,Inpatient,738,3.6,
New Hampshire,2020,202001,Mental health disorder,Intensive outpatient/Partial hospitalization,658,3.2,
New Hampshire,2020,202001,Substance use disorder,Intensive outpatient/Partial hospitalization,"14,250",70.3,
New Hampshire,2020,202001,Mental health disorder,Outpatient,"68,142",336.3,
New Hampshire,2020,202001,Substance use disorder,Outpatient,"2,233",11,
New Hampshire,2020,202001,Mental health disorder,Telehealth,560,2.8,
New Hampshire,2020,202001,Substance use disorder,Telehealth,66,0.3,
New Hampshire,2020,202002,Mental health disorder,Emergency department,"1,285",6.4,
New Hampshire,2020,202002,Substance use disorder,Emergency department,"1,130",5.6,
New Hampshire,2020,202002,Mental health disorder,Inpatient,513,2.6,
New Hampshire,2020,202002,Substance use disorder,Inpatient,583,2.9,
New Hampshire,2020,202002,Mental health disorder,Intensive outpatient/Partial hospitalization,502,2.5,
New Hampshire,2020,202002,Substance use disorder,Intensive outpatient/Partial hospitalization,"12,906",64.2,
New Hampshire,2020,202002,Mental health disorder,Outpatient,"58,202",289.5,
New Hampshire,2020,202002,Substance use disorder,Outpatient,"1,825",9.1,
New Hampshire,2020,202002,Mental health disorder,Telehealth,603,3,
New Hampshire,2020,202002,Substance use disorder,Telehealth,55,0.3,
New Hampshire,2020,202003,Mental health disorder,Emergency department,"1,199",5.9,
New Hampshire,2020,202003,Substance use disorder,Emergency department,"1,277",6.3,
New Hampshire,2020,202003,Mental health disorder,Inpatient,494,2.4,
New Hampshire,2020,202003,Substance use disorder,Inpatient,587,2.9,
New Hampshire,2020,202003,Mental health disorder,Intensive outpatient/Partial hospitalization,541,2.7,
New Hampshire,2020,202003,Substance use disorder,Intensive outpatient/Partial hospitalization,"10,205",50.3,
New Hampshire,2020,202003,Mental health disorder,Outpatient,"49,543",244.4,
New Hampshire,2020,202003,Substance use disorder,Outpatient,"1,437",7.1,
New Hampshire,2020,202003,Mental health disorder,Telehealth,"9,381",46.3,
New Hampshire,2020,202003,Substance use disorder,Telehealth,"2,310",11.4,
New Hampshire,2020,202004,Mental health disorder,Emergency department,862,4.2,
New Hampshire,2020,202004,Substance use disorder,Emergency department,952,4.6,
New Hampshire,2020,202004,Mental health disorder,Inpatient,441,2.1,
New Hampshire,2020,202004,Substance use disorder,Inpatient,526,2.6,
New Hampshire,2020,202004,Mental health disorder,Intensive outpatient/Partial hospitalization,477,2.3,
New Hampshire,2020,202004,Substance use disorder,Intensive outpatient/Partial hospitalization,"4,175",20.3,
New Hampshire,2020,202004,Mental health disorder,Outpatient,"21,842",106.1,
New Hampshire,2020,202004,Substance use disorder,Outpatient,496,2.4,
New Hampshire,2020,202004,Mental health disorder,Telehealth,"30,000",145.7,
New Hampshire,2020,202004,Substance use disorder,Telehealth,"8,254",40.1,
New Hampshire,2020,202005,Mental health disorder,Emergency department,"1,109",5.3,
New Hampshire,2020,202005,Substance use disorder,Emergency department,"1,114",5.3,
New Hampshire,2020,202005,Mental health disorder,Inpatient,574,2.7,
New Hampshire,2020,202005,Substance use disorder,Inpatient,836,4,
New Hampshire,2020,202005,Mental health disorder,Intensive outpatient/Partial hospitalization,481,2.3,
New Hampshire,2020,202005,Substance use disorder,Intensive outpatient/Partial hospitalization,"4,604",22,
New Hampshire,2020,202005,Mental health disorder,Outpatient,"24,262",115.8,
New Hampshire,2020,202005,Substance use disorder,Outpatient,480,2.3,
New Hampshire,2020,202005,Mental health disorder,Telehealth,"27,171",129.7,
New Hampshire,2020,202005,Substance use disorder,Telehealth,"7,374",35.2,
New Hampshire,2020,202006,Mental health disorder,Emergency department,"1,235",5.8,
New Hampshire,2020,202006,Substance use disorder,Emergency department,"1,304",6.1,
New Hampshire,2020,202006,Mental health disorder,Inpatient,594,2.8,
New Hampshire,2020,202006,Substance use disorder,Inpatient,873,4.1,
New Hampshire,2020,202006,Mental health disorder,Intensive outpatient/Partial hospitalization,654,3.1,
New Hampshire,2020,202006,Substance use disorder,Intensive outpatient/Partial hospitalization,"6,133",28.8,
New Hampshire,2020,202006,Mental health disorder,Outpatient,"30,284",142.4,
New Hampshire,2020,202006,Substance use disorder,Outpatient,562,2.6,
New Hampshire,2020,202006,Mental health disorder,Telehealth,"26,617",125.1,
New Hampshire,2020,202006,Substance use disorder,Telehealth,"6,845",32.2,
New Hampshire,2020,202007,Mental health disorder,Emergency department,"1,274",5.9,
New Hampshire,2020,202007,Substance use disorder,Emergency department,"1,335",6.2,
New Hampshire,2020,202007,Mental health disorder,Inpatient,773,3.6,
New Hampshire,2020,202007,Substance use disorder,Inpatient,"1,204",5.6,
New Hampshire,2020,202007,Mental health disorder,Intensive outpatient/Partial hospitalization,746,3.4,
New Hampshire,2020,202007,Substance use disorder,Intensive outpatient/Partial hospitalization,"7,434",34.4,
New Hampshire,2020,202007,Mental health disorder,Outpatient,"35,510",164.2,
New Hampshire,2020,202007,Substance use disorder,Outpatient,570,2.6,
New Hampshire,2020,202007,Mental health disorder,Telehealth,"22,488",104,
New Hampshire,2020,202007,Substance use disorder,Telehealth,"6,826",31.6,
New Hampshire,2020,202008,Mental health disorder,Emergency department,"1,429",6.5,
New Hampshire,2020,202008,Substance use disorder,Emergency department,"1,494",6.8,
New Hampshire,2020,202008,Mental health disorder,Inpatient,883,4,
New Hampshire,2020,202008,Substance use disorder,Inpatient,"1,316",6,
New Hampshire,2020,202008,Mental health disorder,Intensive outpatient/Partial hospitalization,898,4.1,
New Hampshire,2020,202008,Substance use disorder,Intensive outpatient/Partial hospitalization,"8,446",38.3,
New Hampshire,2020,202008,Mental health disorder,Outpatient,"36,858",167.1,
New Hampshire,2020,202008,Substance use disorder,Outpatient,672,3,
New Hampshire,2020,202008,Mental health disorder,Telehealth,"20,615",93.4,
New Hampshire,2020,202008,Substance use disorder,Telehealth,"7,854",35.6,
New Hampshire,2020,202009,Mental health disorder,Emergency department,"1,387",6.1,
New Hampshire,2020,202009,Substance use disorder,Emergency department,"1,258",5.6,
New Hampshire,2020,202009,Mental health disorder,Inpatient,846,3.7,
New Hampshire,2020,202009,Substance use disorder,Inpatient,"1,492",6.6,
New Hampshire,2020,202009,Mental health disorder,Intensive outpatient/Partial hospitalization,812,3.6,
New Hampshire,2020,202009,Substance use disorder,Intensive outpatient/Partial hospitalization,"9,264",41,
New Hampshire,2020,202009,Mental health disorder,Outpatient,"39,312",174.1,
New Hampshire,2020,202009,Substance use disorder,Outpatient,673,3,
New Hampshire,2020,202009,Mental health disorder,Telehealth,"21,259",94.1,
New Hampshire,2020,202009,Substance use disorder,Telehealth,"7,161",31.7,
New Hampshire,2020,202010,Mental health disorder,Emergency department,"1,400",6.1,
New Hampshire,2020,202010,Substance use disorder,Emergency department,"1,372",6,
New Hampshire,2020,202010,Mental health disorder,Inpatient,916,4,
